name	group	af3_id1	af3_id2	pair_tokens	pair_iptm_mean	string_experimental	string_combined_score	pair_iptm_mean_corrected
pools_4k_c7cac9c	pools_4k	aac71513.1	aac71630.1	1076	0.11000000000000001	0	229	0.003622001432490779
pools_4k_c7cac9c	pools_4k	aac71533.1	aac71602.1	769	0.09	138	513	0.005644979660890878
pools_4k_c7cac9c	pools_4k	aac71533.1	aac71615.2	359	0.05	0	0	0.0037868698496186654
pools_4k_c7cac9c	pools_4k	aac71533.1	aac71624.1	357	0.05	0	0	0.004016374161693079
pools_4k_c7cac9c	pools_4k	aac71533.1	aac71629.1	723	0.118	161	745	0.03730212300289881
pools_4k_c7cac9c	pools_4k	aac71533.1	aac71630.1	381	0.05	0	633	0.0013033264118889332
pools_4k_c7cac9c	pools_4k	aac71602.1	aac71615.2	718	0.082	0	0	0.0017065644067496694
pools_4k_c7cac9c	pools_4k	aac71602.1	aac71624.1	716	0.08	0	0	-0.00013126486489106748
pools_4k_c7cac9c	pools_4k	aac71602.1	aac71629.1	1082	0.11000000000000001	0	191	0.0032254103985418503
pools_4k_c7cac9c	pools_4k	aac71602.1	aac71630.1	740	0.08	0	0	-0.0020626204839754025
pools_4k_c7cac9c	pools_4k	aac71615.2	aac71624.1	306	0.04	0	288	0.00010265926527109476
pools_4k_c7cac9c	pools_4k	aac71615.2	aac71629.1	672	0.092	0	227	0.015495584004513951
pools_4k_c7cac9c	pools_4k	aac71615.2	aac71630.1	330	0.068	0	221	0.025180008180769792
pools_4k_c7cac9c	pools_4k	aac71624.1	aac71629.1	670	0.08	0	866	0.0036632213595596125
pools_4k_c7cac9c	pools_4k	aac71624.1	aac71630.1	328	0.046000000000000006	0	817	0.0034194138839518454
pools_4k_c7cac9c	pools_4k	aac71629.1	aac71630.1	694	0.418	999	999	0.33966778534138226
pools_4k_c8f956d	pools_4k	aac71219.1	aac71246.1	856	0.10200000000000001	0	0	0.011015716109445628
pools_4k_c8f956d	pools_4k	aac71219.1	aac71259.1	935	0.10400000000000001	0	0	0.007282452113711674
pools_4k_c8f956d	pools_4k	aac71219.1	aac71272.1	698	0.082	0	0	0.0033385869050892164
pools_4k_c8f956d	pools_4k	aac71219.1	aac71427.1	958	0.1	0	0	0.0016592317397435274
pools_4k_c8f956d	pools_4k	aac71219.1	aac71448.1	937	0.1	0	258	0.0031405156185152217
pools_4k_c8f956d	pools_4k	aac71219.1	aac71467.1	889	0.098	0	0	0.004589929562263284
pools_4k_c8f956d	pools_4k	aac71219.1	aac71477.1	747	0.084	0	0	0.001379987555484824
pools_4k_c8f956d	pools_4k	aac71219.1	aac71501.1	868	0.09	0	0	-0.0018717099693468242
pools_4k_c8f956d	pools_4k	aac71219.1	aac71533.1	855	0.098	105	264	0.007089948245114053
pools_4k_c8f956d	pools_4k	aac71219.1	aac71608.1	868	0.092	0	0	0.00012829003065317757
pools_4k_c8f956d	pools_4k	aac71219.1	aac71645.1	1604	0.14600000000000002	0	633	0.00815017462961859
pools_4k_c8f956d	pools_4k	aac71219.1	aac72452.1	894	0.1	0	0	0.006226339753787669
pools_4k_c8f956d	pools_4k	aac71219.1	aac72464.1	769	0.09	0	0	0.005644979660890878
pools_4k_c8f956d	pools_4k	aac71246.1	aac71259.1	491	0.062	0	0	0.0018423807858384822
pools_4k_c8f956d	pools_4k	aac71246.1	aac71272.1	254	0.038000000000000006	0	0	0.004857200820033519
pools_4k_c8f956d	pools_4k	aac71246.1	aac71427.1	514	0.062	0	0	-0.00038549095656789656
pools_4k_c8f956d	pools_4k	aac71246.1	aac71448.1	493	0.06	0	379	-0.0003533907790675139
pools_4k_c8f956d	pools_4k	aac71246.1	aac71467.1	445	0.06	0	0	0.004460531314889826
pools_4k_c8f956d	pools_4k	aac71246.1	aac71477.1	303	0.04	0	218	0.00047593595272799744
pools_4k_c8f956d	pools_4k	aac71246.1	aac71501.1	424	0.05	0	0	-0.0033519183360402605
pools_4k_c8f956d	pools_4k	aac71246.1	aac71533.1	411	0.054000000000000006	0	0	0.0020295159034104393
pools_4k_c8f956d	pools_4k	aac71246.1	aac71608.1	424	0.054000000000000006	0	0	0.0006480816639597431
pools_4k_c8f956d	pools_4k	aac71246.1	aac71645.1	1160	0.118	0	0	0.006166470997830076
pools_4k_c8f956d	pools_4k	aac71246.1	aac72452.1	450	0.06	0	208	0.003947342570383552
pools_4k_c8f956d	pools_4k	aac71246.1	aac72464.1	325	0.042	0	193	-0.00022010480692555984
pools_4k_c8f956d	pools_4k	aac71259.1	aac71272.1	333	0.04800000000000001	0	0	0.004822255790846046
pools_4k_c8f956d	pools_4k	aac71259.1	aac71427.1	593	0.07400000000000001	0	0	0.004319140682422951
pools_4k_c8f956d	pools_4k	aac71259.1	aac71448.1	572	0.07	0	0	0.0022083971392467955
pools_4k_c8f956d	pools_4k	aac71259.1	aac71467.1	524	0.09	0	0	0.026661442326011836
pools_4k_c8f956d	pools_4k	aac71259.1	aac71477.1	382	0.052000000000000005	0	0	0.0031921648178295514
pools_4k_c8f956d	pools_4k	aac71259.1	aac71501.1	503	0.076	0	0	0.014673654241555104
pools_4k_c8f956d	pools_4k	aac71259.1	aac71533.1	490	0.072	0	0	0.011940416088596806
pools_4k_c8f956d	pools_4k	aac71259.1	aac71608.1	503	0.06	0	0	-0.0013263457584448968
pools_4k_c8f956d	pools_4k	aac71259.1	aac71645.1	1239	0.12	0	0	0.0032132488961571226
pools_4k_c8f956d	pools_4k	aac71259.1	aac72452.1	529	0.062	0	242	-0.0018116805905690897
pools_4k_c8f956d	pools_4k	aac71259.1	aac72464.1	404	0.055999999999999994	0	0	0.0047824209049649735
pools_4k_c8f956d	pools_4k	aac71272.1	aac71427.1	356	0.05	375	395	0.0041313673945145984
pools_4k_c8f956d	pools_4k	aac71272.1	aac71448.1	335	0.046000000000000006	0	0	0.0025846488117794927
pools_4k_c8f956d	pools_4k	aac71272.1	aac71467.1	287	0.04	0	0	0.002498726209889786
pools_4k_c8f956d	pools_4k	aac71272.1	aac71477.1	145	0.02	885	935	0.0037743306902625583
pools_4k_c8f956d	pools_4k	aac71272.1	aac71501.1	266	0.04	0	0	0.0052412600741306645
pools_4k_c8f956d	pools_4k	aac71272.1	aac71533.1	253	0.04	885	938	0.006993569040491372
pools_4k_c8f956d	pools_4k	aac71272.1	aac71608.1	266	0.04	0	0	0.0052412600741306645
pools_4k_c8f956d	pools_4k	aac71272.1	aac71645.1	1002	0.166	0	0	0.06460734125019357
pools_4k_c8f956d	pools_4k	aac71272.1	aac72452.1	292	0.04	0	0	0.001860680617967729
pools_4k_c8f956d	pools_4k	aac71272.1	aac72464.1	167	0.03	885	938	0.009947557283250835
pools_4k_c8f956d	pools_4k	aac71427.1	aac71448.1	595	0.07	0	192	0.0001409689220769339
pools_4k_c8f956d	pools_4k	aac71427.1	aac71467.1	547	0.07200000000000001	0	0	0.006503324843202957
pools_4k_c8f956d	pools_4k	aac71427.1	aac71477.1	405	0.052000000000000005	375	430	0.0006744659044513185
pools_4k_c8f956d	pools_4k	aac71427.1	aac71501.1	526	0.066	0	0	0.002471923444446994
pools_4k_c8f956d	pools_4k	aac71427.1	aac71533.1	513	0.066	0	0	0.0037103236611840257
pools_4k_c8f956d	pools_4k	aac71427.1	aac71608.1	526	0.062	0	0	-0.0015280765555530096
pools_4k_c8f956d	pools_4k	aac71427.1	aac71645.1	1262	0.12	0	0	0.0018010608755045232
pools_4k_c8f956d	pools_4k	aac71427.1	aac72452.1	552	0.07	0	0	0.004040209442539522
pools_4k_c8f956d	pools_4k	aac71427.1	aac72464.1	427	0.057999999999999996	420	530	0.004332309319904054
pools_4k_c8f956d	pools_4k	aac71448.1	aac71467.1	526	0.06	0	0	-0.0035280765555530114
pools_4k_c8f956d	pools_4k	aac71448.1	aac71477.1	384	0.05	0	0	0.0009702772740982218
pools_4k_c8f956d	pools_4k	aac71448.1	aac71501.1	505	0.06	0	0	-0.0015197726644310683
pools_4k_c8f956d	pools_4k	aac71448.1	aac71533.1	492	0.06	0	0	-0.00025555473536363615
pools_4k_c8f956d	pools_4k	aac71448.1	aac71608.1	505	0.06	0	0	-0.0015197726644310683
pools_4k_c8f956d	pools_4k	aac71448.1	aac71645.1	1241	0.12	0	0	0.0030899324125543692
pools_4k_c8f956d	pools_4k	aac71448.1	aac72452.1	531	0.07	0	381	0.00599969660485436
pools_4k_c8f956d	pools_4k	aac71448.1	aac72464.1	406	0.05	0	0	-0.0014333559003512353
pools_4k_c8f956d	pools_4k	aac71467.1	aac71477.1	336	0.046	0	204	0.0024661113012465208
pools_4k_c8f956d	pools_4k	aac71467.1	aac71501.1	457	0.082	0	0	0.025233644419170517
pools_4k_c8f956d	pools_4k	aac71467.1	aac71533.1	444	0.057999999999999996	0	0	0.0025635144549742833
pools_4k_c8f956d	pools_4k	aac71467.1	aac71608.1	457	0.06	0	0	0.0032336444191705116
pools_4k_c8f956d	pools_4k	aac71467.1	aac71645.1	1193	0.12	0	0	0.006077508725596675
pools_4k_c8f956d	pools_4k	aac71467.1	aac72452.1	483	0.06	0	160	0.0006294829611126346
pools_4k_c8f956d	pools_4k	aac71467.1	aac72464.1	358	0.05	0	0	0.0039015418713514577
pools_4k_c8f956d	pools_4k	aac71477.1	aac71501.1	315	0.04	0	0	-0.0010063241575205897
pools_4k_c8f956d	pools_4k	aac71477.1	aac71533.1	302	0.04	999	999	0.0006007718257122971
pools_4k_c8f956d	pools_4k	aac71477.1	aac71608.1	315	0.04	0	0	-0.0010063241575205897
pools_4k_c8f956d	pools_4k	aac71477.1	aac71645.1	1051	0.11599999999999999	0	0	0.011286489573950953
pools_4k_c8f956d	pools_4k	aac71477.1	aac72452.1	341	0.041999999999999996	0	303	-0.0021239478807204143
pools_4k_c8f956d	pools_4k	aac71477.1	aac72464.1	216	0.05	999	999	0.022243709320476313
pools_4k_c8f956d	pools_4k	aac71501.1	aac71533.1	423	0.052000000000000005	0	0	-0.0012464127844926398
pools_4k_c8f956d	pools_4k	aac71501.1	aac71608.1	436	0.057999999999999996	0	0	0.0033915902290368727
pools_4k_c8f956d	pools_4k	aac71501.1	aac71645.1	1172	0.11199999999999999	0	0	-0.0005965480015866498
pools_4k_c8f956d	pools_4k	aac71501.1	aac72452.1	462	0.06	0	0	0.0027272011573235416
pools_4k_c8f956d	pools_4k	aac71501.1	aac72464.1	337	0.044000000000000004	0	0	0.0003477500549622578
pools_4k_c8f956d	pools_4k	aac71533.1	aac71608.1	423	0.05600000000000001	0	0	0.0027535872155073637
pools_4k_c8f956d	pools_4k	aac71533.1	aac71645.1	1159	0.162	0	358	0.05023023368001839
pools_4k_c8f956d	pools_4k	aac71533.1	aac72452.1	449	0.06	0	197	0.004049751343443875
pools_4k_c8f956d	pools_4k	aac71533.1	aac72464.1	324	0.05600000000000001	999	999	0.013900425072513461
pools_4k_c8f956d	pools_4k	aac71608.1	aac71645.1	1172	0.11599999999999999	0	0	0.0034034519984133538
pools_4k_c8f956d	pools_4k	aac71608.1	aac72452.1	462	0.06	0	0	0.0027272011573235416
pools_4k_c8f956d	pools_4k	aac71608.1	aac72464.1	337	0.044	0	0	0.00034775005496225087
pools_4k_c8f956d	pools_4k	aac71645.1	aac72452.1	1198	0.12	0	186	0.005763532043831426
pools_4k_c8f956d	pools_4k	aac71645.1	aac72464.1	1073	0.12	0	0	0.013820711602279545
pools_4k_c8f956d	pools_4k	aac72452.1	aac72464.1	363	0.05	0	0	0.0033297711345322
pools_4k_cba7654	pools_4k	aac71245.1	aac71246.1	392	0.05	0	775	8.845342966536107e-05
pools_4k_cba7654	pools_4k	aac71245.1	aac71248.1	852	0.09	0	398	-0.0006870945026037911
pools_4k_cba7654	pools_4k	aac71245.1	aac71260.1	470	0.06	0	0	0.0019225586484032248
pools_4k_cba7654	pools_4k	aac71245.1	aac71373.1	273	0.04	668	694	0.00431543325787629
pools_4k_cba7654	pools_4k	aac71245.1	aac71396.1	514	0.06	245	267	-0.0023854909565678983
pools_4k_cba7654	pools_4k	aac71245.1	aac71435.1	694	0.08	0	0	0.0016677853413822885
pools_4k_cba7654	pools_4k	aac71245.1	aac71448.1	473	0.06	0	0	0.0016225851421123455
pools_4k_cba7654	pools_4k	aac71245.1	aac71454.1	285	0.044000000000000004	0	0	0.006755499346722073
pools_4k_cba7654	pools_4k	aac71245.1	aac71509.1	270	0.04	259	311	0.004710745203974777
pools_4k_cba7654	pools_4k	aac71245.1	aac71533.1	391	0.05	341	375	0.0001981861508727062
pools_4k_cba7654	pools_4k	aac71245.1	aac71602.1	750	0.08399999999999999	245	251	0.001141905033550883
pools_4k_cba7654	pools_4k	aac71245.1	aac71630.1	362	0.12	0	181	0.07344380872743145
pools_4k_cba7654	pools_4k	aac71245.1	aac71634.2	344	0.042	0	0	-0.00247590840171711
pools_4k_cba7654	pools_4k	aac71245.1	aac72452.1	430	0.052000000000000005	294	366	-0.0019823556883425547
pools_4k_cba7654	pools_4k	aac71246.1	aac71248.1	872	0.092	0	391	-0.00016615389259153068
pools_4k_cba7654	pools_4k	aac71246.1	aac71260.1	490	0.06	0	0	-5.958391140319097e-05
pools_4k_cba7654	pools_4k	aac71246.1	aac71373.1	293	0.041999999999999996	0	0	0.0037337287290119814
pools_4k_cba7654	pools_4k	aac71246.1	aac71396.1	534	0.07400000000000001	0	0	0.009717427189800967
pools_4k_cba7654	pools_4k	aac71246.1	aac71435.1	714	0.08	0	173	3.113251750841428e-05
pools_4k_cba7654	pools_4k	aac71246.1	aac71448.1	493	0.06	0	379	-0.0003533907790675139
pools_4k_cba7654	pools_4k	aac71246.1	aac71454.1	305	0.04	0	0	0.00022688068313122395
pools_4k_cba7654	pools_4k	aac71246.1	aac71509.1	290	0.04	0	0	0.0021152382287203467
pools_4k_cba7654	pools_4k	aac71246.1	aac71533.1	411	0.06	0	0	0.00802951590341043
pools_4k_cba7654	pools_4k	aac71246.1	aac71602.1	770	0.088	0	0	0.0035667092426177466
pools_4k_cba7654	pools_4k	aac71246.1	aac71630.1	382	0.05	0	220	0.0011921648178295496
pools_4k_cba7654	pools_4k	aac71246.1	aac71634.2	364	0.05	0	0	0.003215890510325392
pools_4k_cba7654	pools_4k	aac71246.1	aac72452.1	450	0.06	0	208	0.003947342570383552
pools_4k_cba7654	pools_4k	aac71248.1	aac71260.1	950	0.12	0	0	0.022221597276162547
pools_4k_cba7654	pools_4k	aac71248.1	aac71373.1	753	0.084	0	0	0.0009042982023971247
pools_4k_cba7654	pools_4k	aac71248.1	aac71396.1	994	0.1	0	0	-0.0008428298892370067
pools_4k_cba7654	pools_4k	aac71248.1	aac71435.1	1174	0.11199999999999999	0	0	-0.0007233374092486533
pools_4k_cba7654	pools_4k	aac71248.1	aac71448.1	953	0.10600000000000001	0	0	0.00801043373463306
pools_4k_cba7654	pools_4k	aac71248.1	aac71454.1	765	0.086	0	0	0.001958571406272494
pools_4k_cba7654	pools_4k	aac71248.1	aac71509.1	750	0.084	0	0	0.0011419050335508968
pools_4k_cba7654	pools_4k	aac71248.1	aac71533.1	871	0.094	0	0	0.00190739366685852
pools_4k_cba7654	pools_4k	aac71248.1	aac71602.1	1230	0.12	0	0	0.0037694087387053488
pools_4k_cba7654	pools_4k	aac71248.1	aac71630.1	842	0.09	0	0	5.894552668045394e-05
pools_4k_cba7654	pools_4k	aac71248.1	aac71634.2	824	0.1	0	0	0.011413069059487968
pools_4k_cba7654	pools_4k	aac71248.1	aac72452.1	910	0.096	0	0	0.0010696339140173206
pools_4k_cba7654	pools_4k	aac71260.1	aac71373.1	371	0.05	0	0	0.00242306751830737
pools_4k_cba7654	pools_4k	aac71260.1	aac71396.1	612	0.07400000000000001	0	0	0.002638439455457775
pools_4k_cba7654	pools_4k	aac71260.1	aac71435.1	792	0.09	0	0	0.003857442362321925
pools_4k_cba7654	pools_4k	aac71260.1	aac71448.1	571	0.07	0	0	0.0022992197262037967
pools_4k_cba7654	pools_4k	aac71260.1	aac71454.1	383	0.05	0	0	0.0010811486282656796
pools_4k_cba7654	pools_4k	aac71260.1	aac71509.1	368	0.05	0	0	0.002761924838404317
pools_4k_cba7654	pools_4k	aac71260.1	aac71533.1	489	0.068	0	0	0.008038551478521394
pools_4k_cba7654	pools_4k	aac71260.1	aac71602.1	848	0.09	0	0	-0.0003892066643180203
pools_4k_cba7654	pools_4k	aac71260.1	aac71630.1	460	0.06	0	0	0.0029294479915180083
pools_4k_cba7654	pools_4k	aac71260.1	aac71634.2	442	0.07400000000000001	0	0	0.018769829240623107
pools_4k_cba7654	pools_4k	aac71260.1	aac72452.1	528	0.062	0	242	-0.0017172354762540198
pools_4k_cba7654	pools_4k	aac71373.1	aac71396.1	415	0.05600000000000001	976	998	0.003602161500801504
pools_4k_cba7654	pools_4k	aac71373.1	aac71435.1	595	0.07	955	974	0.0001409689220769339
pools_4k_cba7654	pools_4k	aac71373.1	aac71448.1	374	0.05	0	0	0.0020855774939721877
pools_4k_cba7654	pools_4k	aac71373.1	aac71454.1	186	0.03	0	336	0.006841277048155549
pools_4k_cba7654	pools_4k	aac71373.1	aac71509.1	171	0.022000000000000002	0	0	0.0012794807974982232
pools_4k_cba7654	pools_4k	aac71373.1	aac71533.1	292	0.246	999	999	0.20786068061796772
pools_4k_cba7654	pools_4k	aac71373.1	aac71602.1	651	0.08	156	168	0.005268425846796709
pools_4k_cba7654	pools_4k	aac71373.1	aac71630.1	263	0.04	0	516	0.005641768914201616
pools_4k_cba7654	pools_4k	aac71373.1	aac71634.2	245	0.032	0	0	9.436358337561179e-05
pools_4k_cba7654	pools_4k	aac71373.1	aac72452.1	331	0.044000000000000004	233	305	0.0010605773822090422
pools_4k_cba7654	pools_4k	aac71396.1	aac71435.1	836	0.09	0	509	0.000508697324337587
pools_4k_cba7654	pools_4k	aac71396.1	aac71448.1	615	0.07	0	0	-0.0016245366198120448
pools_4k_cba7654	pools_4k	aac71396.1	aac71454.1	427	0.05399999999999999	0	0	0.00033230931990405055
pools_4k_cba7654	pools_4k	aac71396.1	aac71509.1	412	0.057999999999999996	0	248	0.005922483049830826
pools_4k_cba7654	pools_4k	aac71396.1	aac71533.1	533	0.07400000000000001	976	999	0.00981142868890593
pools_4k_cba7654	pools_4k	aac71396.1	aac71602.1	892	0.10200000000000001	0	0	0.008371653359145415
pools_4k_cba7654	pools_4k	aac71396.1	aac71630.1	504	0.066	0	578	0.004576892815583655
pools_4k_cba7654	pools_4k	aac71396.1	aac71634.2	486	0.06	0	0	0.00033356125090916455
pools_4k_cba7654	pools_4k	aac71396.1	aac72452.1	572	0.07	171	305	0.0022083971392467955
pools_4k_cba7654	pools_4k	aac71435.1	aac71448.1	795	0.09	0	0	0.003626209302008271
pools_4k_cba7654	pools_4k	aac71435.1	aac71454.1	607	0.07	0	0	-0.0009218306349286776
pools_4k_cba7654	pools_4k	aac71435.1	aac71509.1	592	0.07	0	335	0.00040833923459120125
pools_4k_cba7654	pools_4k	aac71435.1	aac71533.1	713	0.08	944	956	0.00011241650152414573
pools_4k_cba7654	pools_4k	aac71435.1	aac71602.1	1072	0.11000000000000001	0	232	0.0038870100416104336
pools_4k_cba7654	pools_4k	aac71435.1	aac71630.1	684	0.08	0	0	0.002494956135385834
pools_4k_cba7654	pools_4k	aac71435.1	aac71634.2	666	0.08399999999999999	0	0	0.007999248371870035
pools_4k_cba7654	pools_4k	aac71435.1	aac72452.1	752	0.082	0	677	-0.001016552199193707
pools_4k_cba7654	pools_4k	aac71448.1	aac71454.1	386	0.05	0	515	0.0007489668140362032
pools_4k_cba7654	pools_4k	aac71448.1	aac71509.1	371	0.05	0	0	0.00242306751830737
pools_4k_cba7654	pools_4k	aac71448.1	aac71533.1	492	0.06	0	0	-0.00025555473536363615
pools_4k_cba7654	pools_4k	aac71448.1	aac71602.1	851	0.09	0	0	-0.0006126882150281898
pools_4k_cba7654	pools_4k	aac71448.1	aac71630.1	463	0.06	0	0	0.0026262419019546096
pools_4k_cba7654	pools_4k	aac71448.1	aac71634.2	445	0.06	0	0	0.004460531314889826
pools_4k_cba7654	pools_4k	aac71448.1	aac72452.1	531	0.07	0	381	0.00599969660485436
pools_4k_cba7654	pools_4k	aac71454.1	aac71509.1	183	0.03	0	0	0.00732082120289889
pools_4k_cba7654	pools_4k	aac71454.1	aac71533.1	304	0.04	0	376	0.000351305910127421
pools_4k_cba7654	pools_4k	aac71454.1	aac71602.1	663	0.078	0	0	0.002251931347485678
pools_4k_cba7654	pools_4k	aac71454.1	aac71630.1	275	0.04	0	0	0.00405309756661517
pools_4k_cba7654	pools_4k	aac71454.1	aac71634.2	257	0.036000000000000004	0	0	0.002449698939330086
pools_4k_cba7654	pools_4k	aac71454.1	aac72452.1	343	0.042	0	0	-0.002358759374092391
pools_4k_cba7654	pools_4k	aac71509.1	aac71533.1	289	0.04	0	284	0.0022428462051299544
pools_4k_cba7654	pools_4k	aac71509.1	aac71602.1	648	0.096	661	684	0.02152400999253816
pools_4k_cba7654	pools_4k	aac71509.1	aac71630.1	260	0.04	157	480	0.006044568613984995
pools_4k_cba7654	pools_4k	aac71509.1	aac71634.2	242	0.03	0	0	-0.001488213992489218
pools_4k_cba7654	pools_4k	aac71509.1	aac72452.1	328	0.042	105	396	-0.0005805861160481582
pools_4k_cba7654	pools_4k	aac71533.1	aac71602.1	769	0.09	138	513	0.005644979660890878
pools_4k_cba7654	pools_4k	aac71533.1	aac71630.1	381	0.052000000000000005	0	633	0.003303326411888935
pools_4k_cba7654	pools_4k	aac71533.1	aac71634.2	363	0.05	0	0	0.0033297711345322
pools_4k_cba7654	pools_4k	aac71533.1	aac72452.1	449	0.06	0	197	0.004049751343443875
pools_4k_cba7654	pools_4k	aac71602.1	aac71630.1	740	0.08	0	0	-0.0020626204839754025
pools_4k_cba7654	pools_4k	aac71602.1	aac71634.2	722	0.08	0	0	-0.0006171008667436445
pools_4k_cba7654	pools_4k	aac71602.1	aac72452.1	808	0.09	110	263	0.002629204837016702
pools_4k_cba7654	pools_4k	aac71630.1	aac71634.2	334	0.042	0	785	-0.0012966366236043178
pools_4k_cba7654	pools_4k	aac71630.1	aac72452.1	420	0.052000000000000005	0	280	-0.0009291456423571459
pools_4k_cba7654	pools_4k	aac71634.2	aac72452.1	402	0.05	0	0	-0.0010012675244199798
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71250.1	500	0.06	0	0	-0.001035482935010823
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71272.1	335	0.046	0	0	0.002584648811779486
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71293.1	1311	0.124	0	0	0.0028347762586897196
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71349.1	428	0.054000000000000006	0	0	0.00022729852195832456
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71414.1	468	0.06	0	0	0.002123073139767187
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71454.1	386	0.05	0	0	0.0007489668140362032
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71476.1	543	0.07	0	0	0.004875343238510049
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71511.1	532	0.07	0	0	0.005905518410968327
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71514.1	531	0.066	0	0	0.0019996966048543563
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71624.1	439	0.055999999999999994	0	0	0.0010801786131618973
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71627.1	763	0.086	0	0	0.002115674722768926
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71630.1	463	0.06	0	0	0.0026262419019546096
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac71634.2	445	0.064	0	0	0.00846053131488983
pools_4k_d0cb8b0	pools_4k	aac71227.1	aac72487.1	598	0.07200000000000001	0	0	0.0018742718070080405
pools_4k_d0cb8b0	pools_4k	aac71227.1	abc59633.1	377	0.052000000000000005	0	0	0.0037494383465731113
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71272.1	261	0.04	0	0	0.005910045076239885
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71293.1	1237	0.12	0	0	0.003336664949032314
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71349.1	354	0.05	0	0	0.0043618394068061644
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71414.1	394	0.052000000000000005	0	0	0.0018694070822191794
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71454.1	312	0.044	0	0	0.0033615554112955415
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71476.1	469	0.06	0	0	0.002022762452011051
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71511.1	458	0.06	0	0	0.0031321349727240627
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71514.1	457	0.06	0	0	0.0032336444191705116
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71624.1	365	0.05	0	186	0.00310216620840445
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71627.1	689	0.08199999999999999	0	0	0.0040806203946232855
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71630.1	389	0.05	0	0	0.00041807337305532766
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac71634.2	371	0.05	0	0	0.00242306751830737
pools_4k_d0cb8b0	pools_4k	aac71250.1	aac72487.1	524	0.07	0	0	0.006661442326011846
pools_4k_d0cb8b0	pools_4k	aac71250.1	abc59633.1	303	0.04	0	245	0.00047593595272799744
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac71293.1	1072	0.11000000000000001	0	0	0.0038870100416104336
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac71349.1	189	0.03	0	0	0.006365584840837532
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac71414.1	229	0.038000000000000006	0	297	0.008351249649983156
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac71454.1	147	0.02	0	0	0.0034149472527425333
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac71476.1	304	0.04	0	0	0.000351305910127421
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac71511.1	293	0.042	0	0	0.0037337287290119883
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac71514.1	292	0.04	0	0	0.001860680617967729
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac71624.1	200	0.03	0	0	0.004652896866792572
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac71627.1	524	0.07	0	0	0.006661442326011846
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac71630.1	224	0.03	0	230	0.0010725970302593035
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac71634.2	206	0.03	0	0	0.003738537259549285
pools_4k_d0cb8b0	pools_4k	aac71272.1	aac72487.1	359	0.05	0	0	0.0037868698496186654
pools_4k_d0cb8b0	pools_4k	aac71272.1	abc59633.1	138	0.022	0	0	0.007052107451075061
pools_4k_d0cb8b0	pools_4k	aac71293.1	aac71349.1	1165	0.11199999999999999	0	0	-0.00015193095189180994
pools_4k_d0cb8b0	pools_4k	aac71293.1	aac71414.1	1205	0.12	0	0	0.005325063384053003
pools_4k_d0cb8b0	pools_4k	aac71293.1	aac71454.1	1123	0.11000000000000001	0	0	0.0005442964438461817
pools_4k_d0cb8b0	pools_4k	aac71293.1	aac71476.1	1280	0.14	0	0	0.02070482402821633
pools_4k_d0cb8b0	pools_4k	aac71293.1	aac71511.1	1269	0.12	0	0	0.001373823415597386
pools_4k_d0cb8b0	pools_4k	aac71293.1	aac71514.1	1268	0.126	0	0	0.007434785066060934
pools_4k_d0cb8b0	pools_4k	aac71293.1	aac71624.1	1176	0.11399999999999999	0	0	0.0011499811349638955
pools_4k_d0cb8b0	pools_4k	aac71293.1	aac71627.1	1500	0.136	0	0	0.0038827581711817494
